"Plot Title: 20031751"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20031751, SEN S/N: 20031751)","Coupler Detached (LGR S/N: 20031751)","Coupler Attached (LGR S/N: 20031751)","Host Connected (LGR S/N: 20031751)","Stopped (LGR S/N: 20031751)","End Of File (LGR S/N: 20031751)"
1,02/11/17 09:00:00 AM,16.010,Logged,,,,
2,02/11/17 09:30:00 AM,15.986,,,,,
3,02/11/17 10:00:00 AM,15.342,,,,,
4,02/11/17 10:30:00 AM,16.153,,,,,
5,02/11/17 11:00:00 AM,17.677,,,,,
6,02/11/17 11:30:00 AM,15.915,,,,,
7,02/11/17 12:00:00 PM,15.079,,,,,
8,02/11/17 12:30:00 PM,14.864,,,,,
9,02/11/17 01:00:00 PM,15.079,,,,,
10,02/11/17 01:30:00 PM,14.768,,,,,
11,02/11/17 02:00:00 PM,13.930,,,,,
12,02/11/17 02:30:00 PM,13.209,,,,,
13,02/11/17 03:00:00 PM,13.185,,,,,
14,02/11/17 03:30:00 PM,13.281,,,,,
15,02/11/17 04:00:00 PM,13.040,,,,,
16,02/11/17 04:30:00 PM,13.161,,,,,
17,02/11/17 05:00:00 PM,13.161,,,,,
18,02/11/17 05:30:00 PM,9.485,,,,,
19,02/11/17 06:00:00 PM,9.509,,,,,
20,02/11/17 06:30:00 PM,9.558,,,,,
21,02/11/17 07:00:00 PM,9.632,,,,,
22,02/11/17 07:30:00 PM,9.682,,,,,
23,02/11/17 08:00:00 PM,9.731,,,,,
24,02/11/17 08:30:00 PM,9.805,,,,,
25,02/11/17 09:00:00 PM,9.829,,,,,
26,02/11/17 09:30:00 PM,9.879,,,,,
27,02/11/17 10:00:00 PM,11.200,,,,,
28,02/11/17 10:30:00 PM,9.829,,,,,
29,02/11/17 11:00:00 PM,9.805,,,,,
30,02/11/17 11:30:00 PM,9.829,,,,,
31,02/12/17 12:00:00 AM,9.879,,,,,
32,02/12/17 12:30:00 AM,9.903,,,,,
33,02/12/17 01:00:00 AM,9.903,,,,,
34,02/12/17 01:30:00 AM,9.903,,,,,
35,02/12/17 02:00:00 AM,9.903,,,,,
36,02/12/17 02:30:00 AM,9.903,,,,,
37,02/12/17 03:00:00 AM,9.879,,,,,
38,02/12/17 03:30:00 AM,9.879,,,,,
39,02/12/17 04:00:00 AM,9.879,,,,,
40,02/12/17 04:30:00 AM,9.879,,,,,
41,02/12/17 05:00:00 AM,9.829,,,,,
42,02/12/17 05:30:00 AM,9.854,,,,,
43,02/12/17 06:00:00 AM,9.854,,,,,
44,02/12/17 06:30:00 AM,9.879,,,,,
45,02/12/17 07:00:00 AM,9.879,,,,,
46,02/12/17 07:30:00 AM,9.903,,,,,
47,02/12/17 08:00:00 AM,9.903,,,,,
48,02/12/17 08:30:00 AM,9.903,,,,,
49,02/12/17 09:00:00 AM,9.952,,,,,
50,02/12/17 09:30:00 AM,9.952,,,,,
51,02/12/17 10:00:00 AM,9.952,,,,,
