"Plot Title: 20137182"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137182, SEN S/N: 20137182)","Coupler Attached (LGR S/N: 20137182, SEN S/N: 20137182)","Host Connected (LGR S/N: 20137182, SEN S/N: 20137182)","End Of File (LGR S/N: 20137182, SEN S/N: 20137182)"
1,05/17/17 11:00:00 AM,18.521,,,
2,05/17/17 11:15:00 AM,18.901,,,
3,05/17/17 11:30:00 AM,18.236,,,
4,05/17/17 11:45:00 AM,18.236,,,
5,05/17/17 12:00:00 PM,18.236,,,
6,05/17/17 12:15:00 PM,18.236,,,
7,05/17/17 12:30:00 PM,18.331,,,
8,05/17/17 12:45:00 PM,18.616,,,
9,05/17/17 01:00:00 PM,18.616,,,
10,05/17/17 01:15:00 PM,18.806,,,
11,05/17/17 01:30:00 PM,19.092,,,
12,05/17/17 01:45:00 PM,19.187,,,
13,05/17/17 02:00:00 PM,19.377,,,
14,05/17/17 02:15:00 PM,19.472,,,
15,05/17/17 02:30:00 PM,19.567,,,
16,05/17/17 02:45:00 PM,19.662,,,
17,05/17/17 03:00:00 PM,19.853,,,
18,05/17/17 03:15:00 PM,19.948,,,
19,05/17/17 03:30:00 PM,20.043,,,
20,05/17/17 03:45:00 PM,20.138,,,
21,05/17/17 04:00:00 PM,20.138,,,
22,05/17/17 04:15:00 PM,20.138,,,
23,05/17/17 04:30:00 PM,20.138,,,
24,05/17/17 04:45:00 PM,20.043,,,
25,05/17/17 05:00:00 PM,20.043,,,
26,05/17/17 05:15:00 PM,19.758,,,
27,05/17/17 05:30:00 PM,18.806,,,
28,05/17/17 05:45:00 PM,18.711,,,
29,05/17/17 06:00:00 PM,18.616,,,
30,05/17/17 06:15:00 PM,18.521,,,
31,05/17/17 06:30:00 PM,18.521,,,
32,05/17/17 06:45:00 PM,18.521,,,
33,05/17/17 07:00:00 PM,18.426,,,
34,05/17/17 07:15:00 PM,18.426,,,
35,05/17/17 07:30:00 PM,18.426,,,
36,05/17/17 07:45:00 PM,18.331,,,
37,05/17/17 08:00:00 PM,18.331,,,
38,05/17/17 08:15:00 PM,18.331,,,
39,05/17/17 08:30:00 PM,18.331,,,
40,05/17/17 08:45:00 PM,18.236,,,
41,05/17/17 09:00:00 PM,18.236,,,
42,05/17/17 09:15:00 PM,18.236,,,
43,05/17/17 09:30:00 PM,18.236,,,
44,05/17/17 09:45:00 PM,18.236,,,
45,05/17/17 10:00:00 PM,18.140,,,
46,05/17/17 10:15:00 PM,18.140,,,
47,05/17/17 10:30:00 PM,18.140,,,
48,05/17/17 10:45:00 PM,18.045,,,
49,05/17/17 11:00:00 PM,18.045,,,
50,05/17/17 11:15:00 PM,18.045,,,
51,05/17/17 11:30:00 PM,18.045,,,
52,05/17/17 11:45:00 PM,18.045,,,
53,05/18/17 12:00:00 AM,18.045,,,
54,05/18/17 12:15:00 AM,17.950,,,
55,05/18/17 12:30:00 AM,17.950,,,
56,05/18/17 12:45:00 AM,17.950,,,
57,05/18/17 01:00:00 AM,17.950,,,
58,05/18/17 01:15:00 AM,17.855,,,
59,05/18/17 01:30:00 AM,17.855,,,
60,05/18/17 01:45:00 AM,17.855,,,
61,05/18/17 02:00:00 AM,17.855,,,
62,05/18/17 02:15:00 AM,17.855,,,
63,05/18/17 02:30:00 AM,17.855,,,
64,05/18/17 02:45:00 AM,17.855,,,
65,05/18/17 03:00:00 AM,17.760,,,
66,05/18/17 03:15:00 AM,17.760,,,
67,05/18/17 03:30:00 AM,17.760,,,
68,05/18/17 03:45:00 AM,17.760,,,
69,05/18/17 04:00:00 AM,17.760,,,
70,05/18/17 04:15:00 AM,17.665,,,
71,05/18/17 04:30:00 AM,17.665,,,
72,05/18/17 04:45:00 AM,17.665,,,
73,05/18/17 05:00:00 AM,17.665,,,
74,05/18/17 05:15:00 AM,17.665,,,
75,05/18/17 05:30:00 AM,17.665,,,
76,05/18/17 05:45:00 AM,17.570,,,
77,05/18/17 06:00:00 AM,17.570,,,
78,05/18/17 06:15:00 AM,17.570,,,
79,05/18/17 06:30:00 AM,17.570,,,
80,05/18/17 06:45:00 AM,17.570,,,
81,05/18/17 07:00:00 AM,17.570,,,
82,05/18/17 07:15:00 AM,17.570,,,
83,05/18/17 07:30:00 AM,17.570,,,
84,05/18/17 07:45:00 AM,17.570,,,
85,05/18/17 08:00:00 AM,17.475,,,
86,05/18/17 08:15:00 AM,17.475,,,
87,05/18/17 08:30:00 AM,17.475,,,
88,05/18/17 08:45:00 AM,17.475,,,
89,05/18/17 09:00:00 AM,17.475,,,
90,05/18/17 09:15:00 AM,17.475,,,
91,05/18/17 09:30:00 AM,17.570,,,
92,05/18/17 09:45:00 AM,17.570,,,
93,05/18/17 10:00:00 AM,17.570,,,
94,05/18/17 10:15:00 AM,17.570,,,
95,05/18/17 10:30:00 AM,17.570,,,
96,05/18/17 10:45:00 AM,17.570,,,
97,05/18/17 11:00:00 AM,17.665,,,
98,05/18/17 11:15:00 AM,17.665,,,
99,05/18/17 11:30:00 AM,17.665,,,
100,05/18/17 11:45:00 AM,17.665,,,
101,05/18/17 12:00:00 PM,17.665,,,
102,05/18/17 12:15:00 PM,17.760,,,
103,05/18/17 12:30:00 PM,17.760,,,
104,05/18/17 12:45:00 PM,17.760,,,
105,05/18/17 01:00:00 PM,17.855,,,
106,05/18/17 01:15:00 PM,17.855,,,
107,05/18/17 01:30:00 PM,17.855,,,
108,05/18/17 01:45:00 PM,17.855,,,
109,05/18/17 02:00:00 PM,17.950,,,
110,05/18/17 02:15:00 PM,17.950,,,
111,05/18/17 02:30:00 PM,17.950,,,
112,05/18/17 02:45:00 PM,18.045,,,
113,05/18/17 03:00:00 PM,18.045,,,
114,05/18/17 03:15:00 PM,18.045,,,
115,05/18/17 03:30:00 PM,18.140,,,
116,05/18/17 03:45:00 PM,18.140,,,
117,05/18/17 04:00:00 PM,18.140,,,
118,05/18/17 04:15:00 PM,18.140,,,
119,05/18/17 04:30:00 PM,18.236,,,
120,05/18/17 04:45:00 PM,18.236,,,
121,05/18/17 05:00:00 PM,18.236,,,
122,05/18/17 05:15:00 PM,18.236,,,
123,05/18/17 05:30:00 PM,18.236,,,
124,05/18/17 05:45:00 PM,18.236,,,
125,05/18/17 06:00:00 PM,18.331,,,
126,05/18/17 06:15:00 PM,18.331,,,
127,05/18/17 06:30:00 PM,18.426,,,
128,05/18/17 06:45:00 PM,18.426,,,
129,05/18/17 07:00:00 PM,18.426,,,
130,05/18/17 07:15:00 PM,18.521,,,
131,05/18/17 07:30:00 PM,18.521,,,
132,05/18/17 07:45:00 PM,18.521,,,
133,05/18/17 08:00:00 PM,18.521,,,
134,05/18/17 08:15:00 PM,18.616,,,
135,05/18/17 08:30:00 PM,18.616,,,
136,05/18/17 08:45:00 PM,18.616,,,
137,05/18/17 09:00:00 PM,18.616,,,
138,05/18/17 09:15:00 PM,18.616,,,
139,05/18/17 09:30:00 PM,18.616,,,
140,05/18/17 09:45:00 PM,18.616,,,
141,05/18/17 10:00:00 PM,18.616,,,
142,05/18/17 10:15:00 PM,18.616,,,
143,05/18/17 10:30:00 PM,18.616,,,
144,05/18/17 10:45:00 PM,18.616,,,
145,05/18/17 11:00:00 PM,18.616,,,
146,05/18/17 11:15:00 PM,18.616,,,
147,05/18/17 11:30:00 PM,18.616,,,
148,05/18/17 11:45:00 PM,18.521,,,
149,05/19/17 12:00:00 AM,18.521,,,
150,05/19/17 12:15:00 AM,18.521,,,
151,05/19/17 12:30:00 AM,18.521,,,
152,05/19/17 12:45:00 AM,18.521,,,
153,05/19/17 01:00:00 AM,18.426,,,
154,05/19/17 01:15:00 AM,18.426,,,
155,05/19/17 01:30:00 AM,18.426,,,
156,05/19/17 01:45:00 AM,18.426,,,
157,05/19/17 02:00:00 AM,18.331,,,
158,05/19/17 02:15:00 AM,18.331,,,
159,05/19/17 02:30:00 AM,18.331,,,
160,05/19/17 02:45:00 AM,18.331,,,
161,05/19/17 03:00:00 AM,18.236,,,
162,05/19/17 03:15:00 AM,18.236,,,
163,05/19/17 03:30:00 AM,18.236,,,
164,05/19/17 03:45:00 AM,18.236,,,
165,05/19/17 04:00:00 AM,18.140,,,
166,05/19/17 04:15:00 AM,18.140,,,
167,05/19/17 04:30:00 AM,18.140,,,
168,05/19/17 04:45:00 AM,18.140,,,
169,05/19/17 05:00:00 AM,18.045,,,
170,05/19/17 05:15:00 AM,18.045,,,
171,05/19/17 05:30:00 AM,18.045,,,
172,05/19/17 05:45:00 AM,18.045,,,
173,05/19/17 06:00:00 AM,18.045,,,
174,05/19/17 06:15:00 AM,17.950,,,
175,05/19/17 06:30:00 AM,17.950,,,
176,05/19/17 06:45:00 AM,17.950,,,
177,05/19/17 07:00:00 AM,17.950,,,
178,05/19/17 07:15:00 AM,17.950,,,
179,05/19/17 07:30:00 AM,17.950,,,
180,05/19/17 07:45:00 AM,17.950,,,
181,05/19/17 08:00:00 AM,17.855,,,
182,05/19/17 08:15:00 AM,17.855,,,
183,05/19/17 08:30:00 AM,17.855,,,
184,05/19/17 08:45:00 AM,17.855,,,
185,05/19/17 09:00:00 AM,17.855,,,
186,05/19/17 09:15:00 AM,17.855,,,
187,05/19/17 09:30:00 AM,17.855,,,
188,05/19/17 09:45:00 AM,17.855,,,
189,05/19/17 10:00:00 AM,17.855,,,
190,05/19/17 10:15:00 AM,17.855,,,
191,05/19/17 10:30:00 AM,17.855,,,
192,05/19/17 10:45:00 AM,17.855,,,
193,05/19/17 11:00:00 AM,17.855,,,
194,05/19/17 11:15:00 AM,17.855,,,
195,05/19/17 11:30:00 AM,17.855,,,
196,05/19/17 11:45:00 AM,17.855,,,
197,05/19/17 12:00:00 PM,17.950,,,
198,05/19/17 12:15:00 PM,17.950,,,
199,05/19/17 12:30:00 PM,17.950,,,
200,05/19/17 12:45:00 PM,18.045,,,
201,05/19/17 01:00:00 PM,18.045,,,
202,05/19/17 01:15:00 PM,18.045,,,
203,05/19/17 01:30:00 PM,18.140,,,
204,05/19/17 01:45:00 PM,18.140,,,
205,05/19/17 02:00:00 PM,18.140,,,
206,05/19/17 02:15:00 PM,18.236,,,
207,05/19/17 02:30:00 PM,18.236,,,
208,05/19/17 02:45:00 PM,18.236,,,
209,05/19/17 03:00:00 PM,18.331,,,
210,05/19/17 03:15:00 PM,18.426,,,
211,05/19/17 03:30:00 PM,18.426,,,
212,05/19/17 03:45:00 PM,18.521,,,
213,05/19/17 04:00:00 PM,18.521,,,
214,05/19/17 04:15:00 PM,18.616,,,
215,05/19/17 04:30:00 PM,18.616,,,
216,05/19/17 04:45:00 PM,18.711,,,
217,05/19/17 05:00:00 PM,18.711,,,
218,05/19/17 05:15:00 PM,18.806,,,
219,05/19/17 05:30:00 PM,18.806,,,
220,05/19/17 05:45:00 PM,18.901,,,
221,05/19/17 06:00:00 PM,18.901,,,
222,05/19/17 06:15:00 PM,18.996,,,
223,05/19/17 06:30:00 PM,18.996,,,
224,05/19/17 06:45:00 PM,19.092,,,
225,05/19/17 07:00:00 PM,19.092,,,
226,05/19/17 07:15:00 PM,19.092,,,
227,05/19/17 07:30:00 PM,19.187,,,
228,05/19/17 07:45:00 PM,19.187,,,
229,05/19/17 08:00:00 PM,19.187,,,
230,05/19/17 08:15:00 PM,19.282,,,
231,05/19/17 08:30:00 PM,19.282,,,
232,05/19/17 08:45:00 PM,19.282,,,
233,05/19/17 09:00:00 PM,19.377,,,
234,05/19/17 09:15:00 PM,19.377,,,
235,05/19/17 09:30:00 PM,19.377,,,
236,05/19/17 09:45:00 PM,19.377,,,
237,05/19/17 10:00:00 PM,19.472,,,
238,05/19/17 10:15:00 PM,19.472,,,
239,05/19/17 10:30:00 PM,19.472,,,
240,05/19/17 10:45:00 PM,19.472,,,
241,05/19/17 11:00:00 PM,19.567,,,
242,05/19/17 11:15:00 PM,19.567,,,
243,05/19/17 11:30:00 PM,19.567,,,
244,05/19/17 11:45:00 PM,19.567,,,
245,05/20/17 12:00:00 AM,19.567,,,
246,05/20/17 12:15:00 AM,19.567,,,
247,05/20/17 12:30:00 AM,19.567,,,
248,05/20/17 12:45:00 AM,19.567,,,
249,05/20/17 01:00:00 AM,19.662,,,
250,05/20/17 01:15:00 AM,19.662,,,
251,05/20/17 01:30:00 AM,19.662,,,
252,05/20/17 01:45:00 AM,19.662,,,
253,05/20/17 02:00:00 AM,19.662,,,
254,05/20/17 02:15:00 AM,19.662,,,
255,05/20/17 02:30:00 AM,19.662,,,
256,05/20/17 02:45:00 AM,19.662,,,
257,05/20/17 03:00:00 AM,19.662,,,
258,05/20/17 03:15:00 AM,19.662,,,
259,05/20/17 03:30:00 AM,19.662,,,
260,05/20/17 03:45:00 AM,19.662,,,
261,05/20/17 04:00:00 AM,19.662,,,
262,05/20/17 04:15:00 AM,19.662,,,
263,05/20/17 04:30:00 AM,19.662,,,
264,05/20/17 04:45:00 AM,19.567,,,
265,05/20/17 05:00:00 AM,19.567,,,
266,05/20/17 05:15:00 AM,19.567,,,
267,05/20/17 05:30:00 AM,19.567,,,
268,05/20/17 05:45:00 AM,19.567,,,
269,05/20/17 06:00:00 AM,19.567,,,
270,05/20/17 06:15:00 AM,19.567,,,
271,05/20/17 06:30:00 AM,19.472,,,
