"Plot Title: 20031754"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20031754, SEN S/N: 20031754)","Coupler Detached (LGR S/N: 20031754)","Coupler Attached (LGR S/N: 20031754)","Host Connected (LGR S/N: 20031754)","Stopped (LGR S/N: 20031754)","End Of File (LGR S/N: 20031754)"
1,12/20/16 01:00:00 PM,30.293,Logged,,,,
2,12/20/16 01:30:00 PM,26.304,,,,,
3,12/20/16 02:00:00 PM,25.647,,,,,
4,12/20/16 02:30:00 PM,24.581,,,,,
5,12/20/16 03:00:00 PM,23.881,,,,,
6,12/20/16 03:30:00 PM,24.074,,,,,
7,12/20/16 04:00:00 PM,23.472,,,,,
8,12/20/16 04:30:00 PM,22.058,,,,,
9,12/20/16 05:00:00 PM,21.175,,,,,
10,12/20/16 05:30:00 PM,21.413,,,,,
11,12/20/16 06:00:00 PM,21.127,,,,,
12,12/20/16 06:30:00 PM,20.150,,,,,
13,12/20/16 07:00:00 PM,19.199,,,,,
14,12/20/16 07:30:00 PM,18.842,,,,,
15,12/20/16 08:00:00 PM,18.652,,,,,
16,12/20/16 08:30:00 PM,18.485,,,,,
17,12/20/16 09:00:00 PM,18.343,,,,,
18,12/20/16 09:30:00 PM,18.224,,,,,
19,12/20/16 10:00:00 PM,18.105,,,,,
20,12/20/16 10:30:00 PM,17.938,,,,,
21,12/20/16 11:00:00 PM,17.748,,,,,
22,12/20/16 11:30:00 PM,17.558,,,,,
23,12/21/16 12:00:00 AM,17.344,,,,,
24,12/21/16 12:30:00 AM,17.153,,,,,
25,12/21/16 01:00:00 AM,16.963,,,,,
26,12/21/16 01:30:00 AM,16.868,,,,,
27,12/21/16 02:00:00 AM,16.796,,,,,
28,12/21/16 02:30:00 AM,16.677,,,,,
29,12/21/16 03:00:00 AM,16.582,,,,,
30,12/21/16 03:30:00 AM,16.606,,,,,
31,12/21/16 04:00:00 AM,16.654,,,,,
32,12/21/16 04:30:00 AM,16.558,,,,,
33,12/21/16 05:00:00 AM,16.868,,,,,
34,12/21/16 05:30:00 AM,16.558,,,,,
35,12/21/16 06:00:00 AM,17.582,,,,,
36,12/21/16 06:30:00 AM,17.058,,,,,
37,12/21/16 07:00:00 AM,17.415,,,,,
38,12/21/16 07:30:00 AM,17.011,,,,,
39,12/21/16 08:00:00 AM,17.344,,,,,
40,12/21/16 08:30:00 AM,17.368,,,,,
41,12/21/16 09:00:00 AM,18.247,,,,,
42,12/21/16 09:30:00 AM,17.819,,,,,
43,12/21/16 10:00:00 AM,17.415,,,,,
44,12/21/16 10:30:00 AM,17.272,,,,,
45,12/21/16 11:00:00 AM,17.558,,,,,
46,12/21/16 11:30:00 AM,18.033,,,,,
47,12/21/16 12:00:00 PM,18.485,,,,,
48,12/21/16 12:30:00 PM,18.866,,,,,
49,12/21/16 01:00:00 PM,16.534,,,,,
50,12/21/16 01:30:00 PM,8.145,,,,,
51,12/21/16 02:00:00 PM,8.145,,,,,
52,12/21/16 02:30:00 PM,8.195,,,,,
53,12/21/16 03:00:00 PM,8.220,,,,,
54,12/21/16 03:30:00 PM,7.494,,,,,
55,12/21/16 04:00:00 PM,6.990,,,,,
