Bucket,Date,Population,Treatment,Temperature,pH,actual,density,expected,morts,restocked,setters,stocked,survival,dead,survival.t
8,6/18/17,NF,6 Ambient,6,Ambient,NA,23917,NA,NA,NA,NA,NA,NA,NA,NA
8,6/19/17,NF,6 Ambient,6,Ambient,20180,18013,23917,180,18013,2167,NA,0.843751307,3737,1.164420345
8,6/20/17,NF,6 Ambient,6,Ambient,NA,18013,NA,NA,NA,NA,NA,NA,NA,NA
8,6/21/17,NF,6 Ambient,6,Ambient,NA,18013,NA,NA,NA,NA,NA,NA,NA,NA
8,6/22/17,NF,6 Ambient,6,Ambient,9720,6333,18013,NA,6300,3420,33,0.539610281,8293,0.825049994
8,6/23/17,NF,6 Ambient,6,Ambient,NA,6333,NA,NA,NA,NA,NA,NA,NA,NA
8,6/24/17,NF,6 Ambient,6,Ambient,NA,6333,NA,NA,NA,NA,NA,NA,NA,NA
8,6/25/17,NF,6 Ambient,6,Ambient,NA,6333,NA,NA,NA,NA,NA,NA,NA,NA
8,6/26/17,NF,6 Ambient,6,Ambient,4570,3403,6333,NA,3403,1167,NA,0.721616927,1763,1.014999687
8,6/27/17,NF,6 Ambient,6,Ambient,NA,3403,NA,NA,NA,NA,NA,NA,NA,NA
8,6/28/17,NF,6 Ambient,6,Ambient,NA,3403,NA,NA,NA,NA,NA,NA,NA,NA
8,6/29/17,NF,6 Ambient,6,Ambient,2140,1790,3403,110,1790,350,NA,0.628856891,1263,0.915725819
8,6/30/17,NF,6 Ambient,6,Ambient,NA,1790,NA,NA,NA,NA,NA,NA,NA,NA
8,7/1/17,NF,6 Ambient,6,Ambient,NA,1790,NA,NA,NA,NA,NA,NA,NA,NA
8,7/2/17,NF,6 Ambient,6,Ambient,NA,1790,NA,NA,NA,NA,NA,NA,NA,NA
8,7/3/17,NF,6 Ambient,6,Ambient,918,860,1790,NA,860,58,NA,0.512849162,872,0.79824874
8,7/4/17,NF,6 Ambient,6,Ambient,NA,860,NA,NA,NA,NA,NA,NA,NA,NA
8,7/5/17,NF,6 Ambient,6,Ambient,NA,860,NA,NA,NA,NA,NA,NA,NA,NA
8,7/6/17,NF,6 Ambient,6,Ambient,200,175,860,NA,175,25,NA,0.23255814,660,0.503213103
8,7/7/17,NF,6 Ambient,6,Ambient,NA,175,NA,NA,NA,NA,NA,NA,NA,NA
8,7/8/17,NF,6 Ambient,6,Ambient,NA,175,NA,NA,NA,NA,NA,NA,NA,NA
8,7/9/17,NF,6 Ambient,6,Ambient,NA,175,NA,NA,NA,NA,NA,NA,NA,NA
8,7/10/17,NF,6 Ambient,6,Ambient,20,13,175,NA,13,7,NA,0.114285714,155,0.344856577
8,7/11/17,NF,6 Ambient,6,Ambient,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
8,7/12/17,NF,6 Ambient,6,Ambient,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
8,7/13/17,NF,6 Ambient,6,Ambient,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
10,5/25/17,NF,6 Low,6,Low,NA,76950,NA,NA,NA,NA,76950,NA,NA,NA
10,5/26/17,NF,6 Low,6,Low,100100,135800,76950,NA,100100,NA,35700,1.300844704,-23150,NA
10,5/27/17,NF,6 Low,6,Low,NA,143817,NA,NA,NA,NA,8017,NA,NA,NA
10,5/28/17,NF,6 Low,6,Low,NA,143817,NA,NA,NA,NA,NA,NA,NA,NA
10,5/29/17,NF,6 Low,6,Low,NA,143817,NA,NA,NA,NA,NA,NA,NA,NA
10,5/30/17,NF,6 Low,6,Low,35200,35200,143817,NA,35200,NA,NA,0.244755488,108617,0.517521462
10,5/31/17,NF,6 Low,6,Low,16800,16800,35200,NA,16800,NA,NA,0.477272727,18400,0.762663057
10,6/1/17,NF,6 Low,6,Low,NA,16800,NA,NA,NA,NA,NA,NA,NA,NA
10,6/2/17,NF,6 Low,6,Low,NA,16800,NA,NA,NA,NA,NA,NA,NA,NA
10,6/3/17,NF,6 Low,6,Low,NA,16800,NA,NA,NA,NA,NA,NA,NA,NA
10,6/4/17,NF,6 Low,6,Low,NA,16800,NA,NA,NA,NA,NA,NA,NA,NA
10,6/5/17,NF,6 Low,6,Low,7909,107870,16800,NA,7870,39,1.00E+05,0.47077381,8891,0.756155305
10,6/6/17,NF,6 Low,6,Low,NA,109457,NA,NA,NA,NA,1587,NA,NA,NA
10,6/7/17,NF,6 Low,6,Low,NA,109457,NA,NA,NA,NA,NA,NA,NA,NA
10,6/8/17,NF,6 Low,6,Low,NA,109457,NA,NA,NA,NA,NA,NA,NA,NA
10,6/9/17,NF,6 Low,6,Low,38750,38750,109457,367,38750,NA,NA,0.3540203,70707,0.637260735
10,6/10/17,NF,6 Low,6,Low,NA,100483,NA,NA,NA,NA,61733,NA,NA,NA
10,6/11/17,NF,6 Low,6,Low,NA,100483,NA,NA,NA,NA,NA,NA,NA,NA
10,6/12/17,NF,6 Low,6,Low,69828,79078,100483,183,69678,150,9400,0.694923519,30655,0.985630905
10,6/13/17,NF,6 Low,6,Low,NA,79078,NA,NA,NA,NA,NA,NA,NA,NA
10,6/14/17,NF,6 Low,6,Low,NA,79078,NA,NA,NA,NA,NA,NA,NA,NA
10,6/15/17,NF,6 Low,6,Low,69823,69490,79078,NA,69490,333,NA,0.882963656,9255,1.221639375
10,6/16/17,NF,6 Low,6,Low,NA,69490,NA,NA,NA,NA,NA,NA,NA,NA
10,6/17/17,NF,6 Low,6,Low,NA,69490,NA,NA,NA,NA,NA,NA,NA,NA
10,6/18/17,NF,6 Low,6,Low,NA,69490,NA,NA,NA,NA,NA,NA,NA,NA
10,6/19/17,NF,6 Low,6,Low,64280,123740,69490,833,64100,180,59640,0.925025183,5210,1.29343862
10,6/20/17,NF,6 Low,6,Low,NA,123740,NA,NA,NA,NA,NA,NA,NA,NA
10,6/21/17,NF,6 Low,6,Low,NA,123740,NA,NA,NA,NA,NA,NA,NA,NA
10,6/22/17,NF,6 Low,6,Low,64710,65172,123740,97,64283,427,889,0.52295135,59030,0.808357581
10,6/23/17,NF,6 Low,6,Low,NA,65172,NA,NA,NA,NA,NA,NA,NA,NA
10,6/24/17,NF,6 Low,6,Low,NA,65172,NA,NA,NA,NA,NA,NA,NA,NA
10,6/25/17,NF,6 Low,6,Low,NA,65172,NA,NA,NA,NA,NA,NA,NA,NA
10,6/26/17,NF,6 Low,6,Low,48847,46817,65172,NA,46817,2030,NA,0.749508992,16325,1.046630769
10,6/27/17,NF,6 Low,6,Low,NA,46817,NA,NA,NA,NA,NA,NA,NA,NA
10,6/28/17,NF,6 Low,6,Low,NA,46817,NA,NA,NA,NA,NA,NA,NA,NA
10,6/29/17,NF,6 Low,6,Low,32100,31000,46817,NA,31000,1100,NA,0.685648376,14717,0.975600773
10,6/30/17,NF,6 Low,6,Low,NA,31000,NA,NA,NA,NA,NA,NA,NA,NA
10,7/1/17,NF,6 Low,6,Low,NA,31000,NA,NA,NA,NA,NA,NA,NA,NA
10,7/2/17,NF,6 Low,6,Low,NA,31000,NA,NA,NA,NA,NA,NA,NA,NA
10,7/3/17,NF,6 Low,6,Low,27797,26280,31000,100,26280,1517,NA,0.896677419,3203,1.243548323
10,7/4/17,NF,6 Low,6,Low,NA,26280,NA,NA,NA,NA,NA,NA,NA,NA
10,7/5/17,NF,6 Low,6,Low,NA,26280,NA,NA,NA,NA,NA,NA,NA,NA
10,7/6/17,NF,6 Low,6,Low,20583,17683,26280,NA,17683,2900,NA,0.783219178,5697,1.086486946
10,7/7/17,NF,6 Low,6,Low,NA,17683,NA,NA,NA,NA,NA,NA,NA,NA
10,7/8/17,NF,6 Low,6,Low,NA,17683,NA,NA,NA,NA,NA,NA,NA,NA
10,7/9/17,NF,6 Low,6,Low,NA,17683,NA,NA,NA,NA,NA,NA,NA,NA
10,7/10/17,NF,6 Low,6,Low,14128,11607,17683,NA,11607,2521,NA,0.798959453,3555,1.105849298
10,7/11/17,NF,6 Low,6,Low,NA,11607,NA,NA,NA,NA,NA,NA,NA,NA
10,7/12/17,NF,6 Low,6,Low,NA,11607,NA,NA,NA,NA,NA,NA,NA,NA
10,7/13/17,NF,6 Low,6,Low,704,611,11607,NA,611,93,NA,0.060653054,10903,0.248838507
10,7/14/17,NF,6 Low,6,Low,NA,611,NA,NA,NA,NA,NA,NA,NA,NA
10,7/15/17,NF,6 Low,6,Low,NA,611,NA,NA,NA,NA,NA,NA,NA,NA
10,7/16/17,NF,6 Low,6,Low,NA,611,NA,NA,NA,NA,NA,NA,NA,NA
10,7/17/17,NF,6 Low,6,Low,490,379,611,NA,379,111,NA,0.801963993,121,1.109608257
10,7/18/17,NF,6 Low,6,Low,NA,379,NA,NA,NA,NA,NA,NA,NA,NA
10,7/19/17,NF,6 Low,6,Low,NA,379,NA,NA,NA,NA,NA,NA,NA,NA
10,7/20/17,NF,6 Low,6,Low,NA,NA,379,NA,NA,NA,NA,NA,NA,NA
3,5/25/17,NF,10 Ambient,10,Ambient,NA,69750,NA,NA,NA,NA,69750,NA,NA,NA
3,5/26/17,NF,10 Ambient,10,Ambient,69867,69867,69750,NA,69867,NA,NA,1.001677419,-117,NA
3,5/27/17,NF,10 Ambient,10,Ambient,NA,74783,NA,NA,NA,NA,4917,NA,NA,NA
3,5/28/17,NF,10 Ambient,10,Ambient,NA,74783,NA,NA,NA,NA,NA,NA,NA,NA
3,5/29/17,NF,10 Ambient,10,Ambient,NA,74783,NA,NA,NA,NA,NA,NA,NA,NA
3,5/30/17,NF,10 Ambient,10,Ambient,34667,34667,74783,NA,34667,NA,NA,0.463567923,40116,0.748933772
3,5/31/17,NF,10 Ambient,10,Ambient,16000,16000,34667,NA,16000,NA,NA,0.461534024,18667,0.746894142
3,6/1/17,NF,10 Ambient,10,Ambient,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA
3,6/2/17,NF,10 Ambient,10,Ambient,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA
3,6/3/17,NF,10 Ambient,10,Ambient,NA,74727,NA,NA,NA,NA,58727,NA,NA,NA
3,6/4/17,NF,10 Ambient,10,Ambient,NA,77660,NA,NA,NA,NA,2933,NA,NA,NA
3,6/5/17,NF,10 Ambient,10,Ambient,58807,58807,77660,NA,58807,NA,NA,0.757236673,18853,1.055594846
3,6/6/17,NF,10 Ambient,10,Ambient,NA,58807,NA,NA,NA,NA,NA,NA,NA,NA
3,6/7/17,NF,10 Ambient,10,Ambient,NA,135990,NA,NA,NA,NA,77183,NA,NA,NA
3,6/8/17,NF,10 Ambient,10,Ambient,NA,135990,NA,NA,NA,NA,NA,NA,NA,NA
3,6/9/17,NF,10 Ambient,10,Ambient,87303,87147,135990,NA,87147,157,NA,0.641981028,48687,0.929360038
3,6/10/17,NF,10 Ambient,10,Ambient,NA,87147,NA,NA,NA,NA,NA,NA,NA,NA
3,6/11/17,NF,10 Ambient,10,Ambient,NA,87147,NA,NA,NA,NA,NA,NA,NA,NA
3,6/12/17,NF,10 Ambient,10,Ambient,83133,82533,87147,650,82533,600,NA,0.953939895,4014,1.354497489
3,6/13/17,NF,10 Ambient,10,Ambient,NA,82533,NA,NA,NA,NA,NA,NA,NA,NA
3,6/14/17,NF,10 Ambient,10,Ambient,NA,140400,NA,NA,NA,NA,57867,NA,NA,NA
3,6/15/17,NF,10 Ambient,10,Ambient,91583,138350,140400,2667,91117,467,47233,0.65230057,48817,0.940157984
3,6/16/17,NF,10 Ambient,10,Ambient,NA,138350,NA,NA,NA,NA,NA,NA,NA,NA
3,6/17/17,NF,10 Ambient,10,Ambient,NA,139017,NA,NA,NA,NA,667,NA,NA,NA
3,6/18/17,NF,10 Ambient,10,Ambient,NA,139017,NA,NA,NA,NA,NA,NA,NA,NA
3,6/19/17,NF,10 Ambient,10,Ambient,68880,68000,139017,5120,68000,880,NA,0.49547897,70137,0.780877072
3,6/20/17,NF,10 Ambient,10,Ambient,NA,68000,NA,NA,NA,NA,NA,NA,NA,NA
3,6/21/17,NF,10 Ambient,10,Ambient,NA,68000,NA,NA,NA,NA,NA,NA,NA,NA
3,6/22/17,NF,10 Ambient,10,Ambient,23858,23100,68000,500,23100,758,NA,0.350852941,44142,0.633945711
3,6/23/17,NF,10 Ambient,10,Ambient,NA,23100,NA,NA,NA,NA,NA,NA,NA,NA
3,6/24/17,NF,10 Ambient,10,Ambient,NA,23100,NA,NA,NA,NA,NA,NA,NA,NA
3,6/25/17,NF,10 Ambient,10,Ambient,NA,23100,NA,NA,NA,NA,NA,NA,NA,NA
3,6/26/17,NF,10 Ambient,10,Ambient,9000,8350,23100,1167,8350,650,NA,0.38961039,14100,0.674091496
3,6/27/17,NF,10 Ambient,10,Ambient,NA,8350,NA,NA,NA,NA,NA,NA,NA,NA
3,6/28/17,NF,10 Ambient,10,Ambient,NA,8350,NA,NA,NA,NA,NA,NA,NA,NA
3,6/29/17,NF,10 Ambient,10,Ambient,2918,2803,8350,167,2803,115,NA,0.349461078,5432,0.632486792
3,6/30/17,NF,10 Ambient,10,Ambient,NA,2803,NA,NA,NA,NA,NA,NA,NA,NA
3,7/1/17,NF,10 Ambient,10,Ambient,NA,2803,NA,NA,NA,NA,NA,NA,NA,NA
3,7/2/17,NF,10 Ambient,10,Ambient,NA,2803,NA,NA,NA,NA,NA,NA,NA,NA
3,7/3/17,NF,10 Ambient,10,Ambient,1210,1210,2803,NA,1210,NA,NA,0.431680342,1593,0.716864108
3,7/4/17,NF,10 Ambient,10,Ambient,NA,1210,NA,NA,NA,NA,NA,NA,NA,NA
3,7/5/17,NF,10 Ambient,10,Ambient,NA,1210,NA,NA,NA,NA,NA,NA,NA,NA
3,7/6/17,NF,10 Ambient,10,Ambient,466,425,1210,NA,425,41,NA,0.385123967,744,0.6694867
3,7/7/17,NF,10 Ambient,10,Ambient,NA,425,NA,NA,NA,NA,NA,NA,NA,NA
3,7/8/17,NF,10 Ambient,10,Ambient,NA,425,NA,NA,NA,NA,NA,NA,NA,NA
3,7/9/17,NF,10 Ambient,10,Ambient,NA,425,NA,NA,NA,NA,NA,NA,NA,NA
3,7/10/17,NF,10 Ambient,10,Ambient,156,128,425,NA,128,28,NA,0.367058824,269,0.650838611
3,7/11/17,NF,10 Ambient,10,Ambient,NA,128,NA,NA,NA,NA,NA,NA,NA,NA
3,7/12/17,NF,10 Ambient,10,Ambient,NA,128,NA,NA,NA,NA,NA,NA,NA,NA
3,7/13/17,NF,10 Ambient,10,Ambient,46,45,128,NA,45,1,NA,0.359375,82,0.642849943
3,7/14/17,NF,10 Ambient,10,Ambient,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
3,7/15/17,NF,10 Ambient,10,Ambient,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
3,7/16/17,NF,10 Ambient,10,Ambient,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
3,7/17/17,NF,10 Ambient,10,Ambient,114,86,45,29,86,28,NA,2.533333333,-69,NA
3,7/18/17,NF,10 Ambient,10,Ambient,NA,86,NA,NA,NA,NA,NA,NA,NA,NA
3,7/19/17,NF,10 Ambient,10,Ambient,NA,86,NA,NA,NA,NA,NA,NA,NA,NA
3,7/20/17,NF,10 Ambient,10,Ambient,37,25,86,NA,25,12,NA,0.430232558,49,0.71540232
3,7/21/17,NF,10 Ambient,10,Ambient,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
3,7/22/17,NF,10 Ambient,10,Ambient,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
3,7/23/17,NF,10 Ambient,10,Ambient,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
3,7/24/17,NF,10 Ambient,10,Ambient,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
12,5/21/17,NF,10 Low,10,Low,NA,55300,NA,NA,NA,NA,55300,NA,NA,NA
12,5/22/17,NF,10 Low,10,Low,NA,55883,NA,NA,NA,NA,583,NA,NA,NA
12,5/23/17,NF,10 Low,10,Low,49600,51867,55883,NA,49600,NA,2267,0.88756867,6283,1.228864388
12,5/24/17,NF,10 Low,10,Low,NA,104217,NA,NA,NA,NA,52350,NA,NA,NA
4,5/24/17,NF,10 Low,10,Low,NA,59600,NA,NA,NA,NA,59600,NA,NA,NA
12,5/25/17,NF,10 Low,10,Low,NA,104217,NA,NA,NA,NA,NA,NA,NA,NA
4,5/25/17,NF,10 Low,10,Low,NA,59600,NA,NA,NA,NA,NA,NA,NA,NA
12,5/26/17,NF,10 Low,10,Low,88000,88000,104217,NA,88000,NA,NA,0.84439199,16217,1.165303347
4,5/26/17,NF,10 Low,10,Low,NA,NA,59600,NA,NA,NA,NA,NA,NA,NA
12,5/27/17,NF,10 Low,10,Low,NA,92958,NA,NA,NA,NA,4958,NA,NA,NA
12,5/28/17,NF,10 Low,10,Low,NA,92958,NA,NA,NA,NA,NA,NA,NA,NA
12,5/29/17,NF,10 Low,10,Low,NA,92958,NA,NA,NA,NA,NA,NA,NA,NA
12,5/30/17,NF,10 Low,10,Low,54933,54933,92958,NA,54933,NA,NA,0.590944297,38025,0.876851535
12,5/31/17,NF,10 Low,10,Low,13600,13600,54933,NA,13600,NA,NA,0.247574318,41333,0.52079328
12,6/1/17,NF,10 Low,10,Low,NA,15067,NA,NA,NA,NA,1467,NA,NA,NA
12,6/2/17,NF,10 Low,10,Low,NA,15067,NA,NA,NA,NA,NA,NA,NA,NA
12,6/3/17,NF,10 Low,10,Low,NA,66400,NA,NA,NA,NA,51333,NA,NA,NA
12,6/4/17,NF,10 Low,10,Low,NA,67600,NA,NA,NA,NA,1200,NA,NA,NA
12,6/5/17,NF,10 Low,10,Low,48397,48307,67600,NA,48307,90,NA,0.715931953,19203,1.008677319
12,6/6/17,NF,10 Low,10,Low,NA,48307,NA,NA,NA,NA,NA,NA,NA,NA
12,6/7/17,NF,10 Low,10,Low,NA,48307,NA,NA,NA,NA,NA,NA,NA,NA
12,6/8/17,NF,10 Low,10,Low,NA,48307,NA,NA,NA,NA,NA,NA,NA,NA
12,6/9/17,NF,10 Low,10,Low,58570,58427,48307,NA,58427,143,NA,1.212453682,-10263,NA
12,6/10/17,NF,10 Low,10,Low,NA,58427,NA,NA,NA,NA,NA,NA,NA,NA
12,6/11/17,NF,10 Low,10,Low,NA,58427,NA,NA,NA,NA,NA,NA,NA,NA
12,6/12/17,NF,10 Low,10,Low,47413,47113,58427,233,47113,300,NA,0.811491263,11014,1.121673045
12,6/13/17,NF,10 Low,10,Low,NA,47113,NA,NA,NA,NA,NA,NA,NA,NA
12,6/14/17,NF,10 Low,10,Low,NA,47113,NA,NA,NA,NA,NA,NA,NA,NA
12,6/15/17,NF,10 Low,10,Low,22517,20650,47113,117,20650,1867,NA,0.477936026,24596,0.763327022
12,6/16/17,NF,10 Low,10,Low,NA,20650,NA,NA,NA,NA,NA,NA,NA,NA
12,6/17/17,NF,10 Low,10,Low,NA,20650,NA,NA,NA,NA,NA,NA,NA,NA
12,6/18/17,NF,10 Low,10,Low,NA,20650,NA,NA,NA,NA,NA,NA,NA,NA
12,6/19/17,NF,10 Low,10,Low,1210,1040,20650,NA,1040,170,NA,0.058595642,19440,0.244493961
12,6/20/17,NF,10 Low,10,Low,NA,1040,NA,NA,NA,NA,NA,NA,NA,NA
12,6/21/17,NF,10 Low,10,Low,NA,1040,NA,NA,NA,NA,NA,NA,NA,NA
12,6/22/17,NF,10 Low,10,Low,383,167,1040,NA,167,217,NA,0.368269231,657,0.652093779
12,6/23/17,NF,10 Low,10,Low,NA,167,NA,NA,NA,NA,NA,NA,NA,NA
12,6/24/17,NF,10 Low,10,Low,NA,167,NA,NA,NA,NA,NA,NA,NA,NA
12,6/25/17,NF,10 Low,10,Low,NA,167,NA,NA,NA,NA,NA,NA,NA,NA
12,6/26/17,NF,10 Low,10,Low,247,247,167,NA,247,NA,NA,1.479041916,-80,NA
12,6/27/17,NF,10 Low,10,Low,NA,247,NA,NA,NA,NA,NA,NA,NA,NA
12,6/28/17,NF,10 Low,10,Low,NA,247,NA,NA,NA,NA,NA,NA,NA,NA
12,6/29/17,NF,10 Low,10,Low,82,82,247,80,82,NA,NA,0.331983806,165,0.614047591
12,6/30/17,NF,10 Low,10,Low,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
12,7/1/17,NF,10 Low,10,Low,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
12,7/2/17,NF,10 Low,10,Low,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
12,7/3/17,NF,10 Low,10,Low,98,42054,82,NA,96,2,41958,1.195121951,-16,NA
12,7/4/17,NF,10 Low,10,Low,NA,42054,NA,NA,NA,NA,NA,NA,NA,NA
12,7/5/17,NF,10 Low,10,Low,NA,42054,NA,NA,NA,NA,NA,NA,NA,NA
12,7/6/17,NF,10 Low,10,Low,26524,26511,42054,NA,26511,13,NA,0.630712893,15530,0.917647695
12,7/7/17,NF,10 Low,10,Low,NA,26511,NA,NA,NA,NA,NA,NA,NA,NA
12,7/8/17,NF,10 Low,10,Low,NA,26511,NA,NA,NA,NA,NA,NA,NA,NA
12,7/9/17,NF,10 Low,10,Low,NA,26511,NA,NA,NA,NA,NA,NA,NA,NA
12,7/10/17,NF,10 Low,10,Low,15456,15447,26511,NA,15447,9,NA,0.583003282,11055,0.868787488
12,7/11/17,NF,10 Low,10,Low,NA,15447,NA,NA,NA,NA,NA,NA,NA,NA
12,7/12/17,NF,10 Low,10,Low,NA,15447,NA,NA,NA,NA,NA,NA,NA,NA
12,7/13/17,NF,10 Low,10,Low,1500,1500,15447,80,1500,NA,NA,0.097106234,13947,0.316896115
12,7/14/17,NF,10 Low,10,Low,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA
12,7/15/17,NF,10 Low,10,Low,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA
12,7/16/17,NF,10 Low,10,Low,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA
12,7/17/17,NF,10 Low,10,Low,722,722,1500,NA,722,NA,NA,0.481333333,778,0.766727158
12,7/18/17,NF,10 Low,10,Low,NA,722,NA,NA,NA,NA,NA,NA,NA,NA
12,7/19/17,NF,10 Low,10,Low,NA,722,NA,NA,NA,NA,NA,NA,NA,NA
12,7/20/17,NF,10 Low,10,Low,442,275,722,NA,275,167,NA,0.612188366,280,0.89854987
12,7/21/17,NF,10 Low,10,Low,NA,275,NA,NA,NA,NA,NA,NA,NA,NA
12,7/22/17,NF,10 Low,10,Low,NA,275,NA,NA,NA,NA,NA,NA,NA,NA
12,7/23/17,NF,10 Low,10,Low,NA,275,NA,NA,NA,NA,NA,NA,NA,NA
12,7/24/17,NF,10 Low,10,Low,NA,275,NA,NA,NA,NA,NA,NA,NA,NA
16,5/21/17,SN,6 Ambient,6,Ambient,NA,8167,NA,NA,NA,NA,8167,NA,NA,NA
16,5/22/17,SN,6 Ambient,6,Ambient,NA,32667,NA,NA,NA,NA,24500,NA,NA,NA
16,5/23/17,SN,6 Ambient,6,Ambient,35533,100867,32667,NA,35533,NA,65333,1.087733799,-2866,NA
16,5/24/17,SN,6 Ambient,6,Ambient,NA,105367,NA,NA,NA,NA,4500,NA,NA,NA
16,5/25/17,SN,6 Ambient,6,Ambient,NA,105367,NA,NA,NA,NA,NA,NA,NA,NA
16,5/26/17,SN,6 Ambient,6,Ambient,97600,97600,105367,NA,97600,NA,NA,0.926286219,7767,1.295842166
16,5/27/17,SN,6 Ambient,6,Ambient,NA,99000,NA,NA,NA,NA,1400,NA,NA,NA
16,5/28/17,SN,6 Ambient,6,Ambient,NA,99000,NA,NA,NA,NA,NA,NA,NA,NA
16,5/29/17,SN,6 Ambient,6,Ambient,NA,99000,NA,NA,NA,NA,NA,NA,NA,NA
16,5/30/17,SN,6 Ambient,6,Ambient,19733,19733,99000,NA,19733,NA,NA,0.199323232,79267,0.462801112
16,5/31/17,SN,6 Ambient,6,Ambient,400,400,19733,NA,400,NA,NA,0.020270613,19333,0.142860348
16,6/1/17,SN,6 Ambient,6,Ambient,NA,400,NA,NA,NA,NA,NA,NA,NA,NA
16,6/2/17,SN,6 Ambient,6,Ambient,NA,400,NA,NA,NA,NA,NA,NA,NA,NA
16,6/3/17,SN,6 Ambient,6,Ambient,NA,57817,NA,NA,NA,NA,57417,NA,NA,NA
16,6/4/17,SN,6 Ambient,6,Ambient,NA,57817,NA,NA,NA,NA,NA,NA,NA,NA
16,6/5/17,SN,6 Ambient,6,Ambient,39097,144907,57817,NA,38973,123,105933,0.676219797,18720,0.96548651
16,6/6/17,SN,6 Ambient,6,Ambient,NA,144907,NA,NA,NA,NA,NA,NA,NA,NA
16,6/7/17,SN,6 Ambient,6,Ambient,NA,144907,NA,NA,NA,NA,NA,NA,NA,NA
16,6/8/17,SN,6 Ambient,6,Ambient,NA,144907,NA,NA,NA,NA,NA,NA,NA,NA
16,6/9/17,SN,6 Ambient,6,Ambient,32667,32667,144907,NA,32667,NA,NA,0.225434244,112240,0.494735817
16,6/10/17,SN,6 Ambient,6,Ambient,NA,32667,NA,NA,NA,NA,NA,NA,NA,NA
16,6/11/17,SN,6 Ambient,6,Ambient,NA,32667,NA,NA,NA,NA,NA,NA,NA,NA
16,6/12/17,SN,6 Ambient,6,Ambient,37500,37500,32667,650,37500,NA,NA,1.14794747,-4833,NA
16,6/13/17,SN,6 Ambient,6,Ambient,NA,37500,NA,NA,NA,NA,NA,NA,NA,NA
16,6/14/17,SN,6 Ambient,6,Ambient,NA,37500,NA,NA,NA,NA,NA,NA,NA,NA
16,6/15/17,SN,6 Ambient,6,Ambient,20892,79342,37500,933,20542,350,58800,0.55712,16608,0.842643142
16,6/16/17,SN,6 Ambient,6,Ambient,NA,79342,NA,NA,NA,NA,NA,NA,NA,NA
16,6/17/17,SN,6 Ambient,6,Ambient,NA,144675,NA,NA,NA,NA,65333,NA,NA,NA
16,6/18/17,SN,6 Ambient,6,Ambient,NA,144675,NA,NA,NA,NA,NA,NA,NA,NA
16,6/19/17,SN,6 Ambient,6,Ambient,54133,134987,144675,1470,48967,5167,86020,0.374169691,90542,0.658200306
16,6/20/17,SN,6 Ambient,6,Ambient,NA,134987,NA,NA,NA,NA,NA,NA,NA,NA
16,6/21/17,SN,6 Ambient,6,Ambient,NA,134987,NA,NA,NA,NA,NA,NA,NA,NA
16,6/22/17,SN,6 Ambient,6,Ambient,78742,74242,134987,8160,74242,4500,NA,0.583330247,56245,0.869119073
16,6/23/17,SN,6 Ambient,6,Ambient,NA,74242,NA,NA,NA,NA,NA,NA,NA,NA
16,6/24/17,SN,6 Ambient,6,Ambient,NA,74242,NA,NA,NA,NA,NA,NA,NA,NA
16,6/25/17,SN,6 Ambient,6,Ambient,NA,74242,NA,NA,NA,NA,NA,NA,NA,NA
16,6/26/17,SN,6 Ambient,6,Ambient,36307,34747,74242,6593,34747,1560,NA,0.489035856,37935,0.77443314
16,6/27/17,SN,6 Ambient,6,Ambient,NA,34747,NA,NA,NA,NA,NA,NA,NA,NA
16,6/28/17,SN,6 Ambient,6,Ambient,NA,34747,NA,NA,NA,NA,NA,NA,NA,NA
16,6/29/17,SN,6 Ambient,6,Ambient,18200,18160,34747,1473,18160,40,NA,0.523786226,16547,0.809193371
16,6/30/17,SN,6 Ambient,6,Ambient,NA,18160,NA,NA,NA,NA,NA,NA,NA,NA
16,7/1/17,SN,6 Ambient,6,Ambient,NA,18160,NA,NA,NA,NA,NA,NA,NA,NA
16,7/2/17,SN,6 Ambient,6,Ambient,NA,18160,NA,NA,NA,NA,NA,NA,NA,NA
16,7/3/17,SN,6 Ambient,6,Ambient,2714,2714,18160,NA,2714,NA,NA,0.149449339,15446,0.396927752
16,7/4/17,SN,6 Ambient,6,Ambient,NA,2714,NA,NA,NA,NA,NA,NA,NA,NA
16,7/5/17,SN,6 Ambient,6,Ambient,NA,2714,NA,NA,NA,NA,NA,NA,NA,NA
