Bucket,Date,Population,Treatment,Temperature,pH,actual,density,expected,morts,restocked,setters,stocked,survival,dead,survival.t
24,6/12/17,HL,6 Ambient,6,Ambient,NA,65667,NA,NA,NA,NA,65667,NA,NA,NA
24,6/13/17,HL,6 Ambient,6,Ambient,NA,65667,NA,NA,NA,NA,NA,NA,NA,NA
24,6/14/17,HL,6 Ambient,6,Ambient,NA,65667,NA,NA,NA,NA,NA,NA,NA,NA
24,6/15/17,HL,6 Ambient,6,Ambient,55333,55333,65667,8933,55333,NA,NA,0.84263024,10334,1.162878811
24,6/16/17,HL,6 Ambient,6,Ambient,NA,55333,NA,NA,NA,NA,NA,NA,NA,NA
24,6/17/17,HL,6 Ambient,6,Ambient,NA,55333,NA,NA,NA,NA,NA,NA,NA,NA
24,6/18/17,HL,6 Ambient,6,Ambient,NA,55333,NA,NA,NA,NA,NA,NA,NA,NA
24,6/19/17,HL,6 Ambient,6,Ambient,37067,37067,55333,500,37067,NA,NA,0.669889578,18266,0.9587392
24,6/20/17,HL,6 Ambient,6,Ambient,NA,37067,NA,NA,NA,NA,NA,NA,NA,NA
24,6/21/17,HL,6 Ambient,6,Ambient,NA,37067,NA,NA,NA,NA,NA,NA,NA,NA
24,6/22/17,HL,6 Ambient,6,Ambient,28033,28033,37067,147,28033,NA,NA,0.75627917,9034,1.05447898
24,6/23/17,HL,6 Ambient,6,Ambient,NA,28033,NA,NA,NA,NA,NA,NA,NA,NA
24,6/24/17,HL,6 Ambient,6,Ambient,NA,28033,NA,NA,NA,NA,NA,NA,NA,NA
24,6/25/17,HL,6 Ambient,6,Ambient,NA,28033,NA,NA,NA,NA,NA,NA,NA,NA
24,6/26/17,HL,6 Ambient,6,Ambient,27800,27800,28033,NA,27800,NA,NA,0.991688367,233,1.479501403
24,6/27/17,HL,6 Ambient,6,Ambient,NA,27800,NA,NA,NA,NA,NA,NA,NA,NA
24,6/28/17,HL,6 Ambient,6,Ambient,NA,27800,NA,NA,NA,NA,NA,NA,NA,NA
24,6/29/17,HL,6 Ambient,6,Ambient,19117,19117,27800,NA,19117,NA,NA,0.687661871,8683,0.977771176
24,6/30/17,HL,6 Ambient,6,Ambient,NA,19117,NA,NA,NA,NA,NA,NA,NA,NA
24,7/1/17,HL,6 Ambient,6,Ambient,NA,19117,NA,NA,NA,NA,NA,NA,NA,NA
24,7/2/17,HL,6 Ambient,6,Ambient,NA,19117,NA,NA,NA,NA,NA,NA,NA,NA
24,7/3/17,HL,6 Ambient,6,Ambient,5667,5333,19117,NA,5333,333,NA,0.296437726,13450,0.575746325
24,7/4/17,HL,6 Ambient,6,Ambient,NA,5333,NA,NA,NA,NA,NA,NA,NA,NA
24,7/5/17,HL,6 Ambient,6,Ambient,NA,5333,NA,NA,NA,NA,NA,NA,NA,NA
24,7/6/17,HL,6 Ambient,6,Ambient,3669,3119,5333,NA,3119,550,NA,0.687980499,1664,0.978114983
24,7/7/17,HL,6 Ambient,6,Ambient,NA,3119,NA,NA,NA,NA,NA,NA,NA,NA
24,7/8/17,HL,6 Ambient,6,Ambient,NA,3119,NA,NA,NA,NA,NA,NA,NA,NA
24,7/9/17,HL,6 Ambient,6,Ambient,NA,3119,NA,NA,NA,NA,NA,NA,NA,NA
24,7/10/17,HL,6 Ambient,6,Ambient,2128,978,3119,NA,978,1150,NA,0.682269958,991,0.9719675
24,7/11/17,HL,6 Ambient,6,Ambient,NA,978,NA,NA,NA,NA,NA,NA,NA,NA
24,7/12/17,HL,6 Ambient,6,Ambient,NA,978,NA,NA,NA,NA,NA,NA,NA,NA
24,7/13/17,HL,6 Ambient,6,Ambient,686,573,978,75,573,113,NA,0.701431493,292,0.992719542
24,7/14/17,HL,6 Ambient,6,Ambient,NA,573,NA,NA,NA,NA,NA,NA,NA,NA
24,7/15/17,HL,6 Ambient,6,Ambient,NA,573,NA,NA,NA,NA,NA,NA,NA,NA
24,7/16/17,HL,6 Ambient,6,Ambient,NA,573,NA,NA,NA,NA,NA,NA,NA,NA
24,7/17/17,HL,6 Ambient,6,Ambient,350,250,573,226,250,100,NA,0.610820244,223,0.897146404
24,7/18/17,HL,6 Ambient,6,Ambient,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
24,7/19/17,HL,6 Ambient,6,Ambient,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
24,7/20/17,HL,6 Ambient,6,Ambient,NA,NA,250,NA,NA,NA,NA,NA,NA,NA
23,6/7/17,HL,6 Low,6,Low,NA,88167,NA,NA,NA,NA,88167,NA,NA,NA
23,6/8/17,HL,6 Low,6,Low,NA,92558,NA,NA,NA,NA,4392,NA,NA,NA
23,6/9/17,HL,6 Low,6,Low,64533,64533,92558,NA,64533,NA,NA,0.69721688,28025,0.988123949
23,6/10/17,HL,6 Low,6,Low,NA,64533,NA,NA,NA,NA,NA,NA,NA,NA
23,6/11/17,HL,6 Low,6,Low,NA,64533,NA,NA,NA,NA,NA,NA,NA,NA
23,6/12/17,HL,6 Low,6,Low,70767,70767,64533,370,70767,NA,NA,1.096601739,-6234,NA
23,6/13/17,HL,6 Low,6,Low,NA,70767,NA,NA,NA,NA,NA,NA,NA,NA
23,6/14/17,HL,6 Low,6,Low,NA,70767,NA,NA,NA,NA,NA,NA,NA,NA
23,6/15/17,HL,6 Low,6,Low,28333,28817,70767,NA,28333,NA,483,0.400370229,42434,0.685097037
23,6/16/17,HL,6 Low,6,Low,NA,28817,NA,NA,NA,NA,NA,NA,NA,NA
23,6/17/17,HL,6 Low,6,Low,NA,140150,NA,NA,NA,NA,111333,NA,NA,NA
23,6/18/17,HL,6 Low,6,Low,NA,140150,NA,NA,NA,NA,NA,NA,NA,NA
23,6/19/17,HL,6 Low,6,Low,77333,127333,140150,25500,77333,NA,50000,0.551787371,62817,0.837278577
23,6/20/17,HL,6 Low,6,Low,NA,127333,NA,NA,NA,NA,NA,NA,NA,NA
23,6/21/17,HL,6 Low,6,Low,NA,127333,NA,NA,NA,NA,NA,NA,NA,NA
23,6/22/17,HL,6 Low,6,Low,88433,89429,127333,193,88433,NA,996,0.694501818,38900,0.985173061
23,6/23/17,HL,6 Low,6,Low,NA,89429,NA,NA,NA,NA,NA,NA,NA,NA
23,6/24/17,HL,6 Low,6,Low,NA,89429,NA,NA,NA,NA,NA,NA,NA,NA
23,6/25/17,HL,6 Low,6,Low,NA,89429,NA,NA,NA,NA,NA,NA,NA,NA
23,6/26/17,HL,6 Low,6,Low,26840,26160,89429,458,26160,680,NA,0.300126357,62589,0.579777599
23,6/27/17,HL,6 Low,6,Low,NA,26160,NA,NA,NA,NA,NA,NA,NA,NA
23,6/28/17,HL,6 Low,6,Low,NA,26160,NA,NA,NA,NA,NA,NA,NA,NA
23,6/29/17,HL,6 Low,6,Low,44417,44167,26160,300,44167,250,NA,1.697897554,-18257,NA
23,6/30/17,HL,6 Low,6,Low,NA,44167,NA,NA,NA,NA,NA,NA,NA,NA
23,7/1/17,HL,6 Low,6,Low,NA,44167,NA,NA,NA,NA,NA,NA,NA,NA
23,7/2/17,HL,6 Low,6,Low,NA,44167,NA,NA,NA,NA,NA,NA,NA,NA
23,7/3/17,HL,6 Low,6,Low,20950,14660,44167,733,14660,6290,NA,0.474336043,23217,0.759722924
23,7/4/17,HL,6 Low,6,Low,NA,14660,NA,NA,NA,NA,NA,NA,NA,NA
23,7/5/17,HL,6 Low,6,Low,NA,14660,NA,NA,NA,NA,NA,NA,NA,NA
23,7/6/17,HL,6 Low,6,Low,20135,18900,14660,NA,18900,1235,NA,1.373465211,-5475,NA
23,7/7/17,HL,6 Low,6,Low,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA
23,7/8/17,HL,6 Low,6,Low,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA
23,7/9/17,HL,6 Low,6,Low,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA
23,7/10/17,HL,6 Low,6,Low,7483,5750,18900,NA,5750,1733,NA,0.395925926,11417,0.680557535
23,7/11/17,HL,6 Low,6,Low,NA,5750,NA,NA,NA,NA,NA,NA,NA,NA
23,7/12/17,HL,6 Low,6,Low,NA,5750,NA,NA,NA,NA,NA,NA,NA,NA
23,7/13/17,HL,6 Low,6,Low,4795,4575,5750,NA,4575,220,NA,0.833913043,955,1.151040296
23,7/14/17,HL,6 Low,6,Low,NA,4575,NA,NA,NA,NA,NA,NA,NA,NA
23,7/15/17,HL,6 Low,6,Low,NA,4575,NA,NA,NA,NA,NA,NA,NA,NA
23,7/16/17,HL,6 Low,6,Low,NA,4575,NA,NA,NA,NA,NA,NA,NA,NA
23,7/17/17,HL,6 Low,6,Low,1033,956,4575,105,956,78,NA,0.22579235,3542,0.495164188
23,7/18/17,HL,6 Low,6,Low,NA,956,NA,NA,NA,NA,NA,NA,NA,NA
23,7/19/17,HL,6 Low,6,Low,NA,956,NA,NA,NA,NA,NA,NA,NA,NA
23,7/20/17,HL,6 Low,6,Low,200,133,956,NA,133,67,NA,0.209205021,756,0.475057245
23,7/21/17,HL,6 Low,6,Low,NA,133,NA,NA,NA,NA,NA,NA,NA,NA
23,7/22/17,HL,6 Low,6,Low,NA,133,NA,NA,NA,NA,NA,NA,NA,NA
23,7/23/17,HL,6 Low,6,Low,NA,133,NA,NA,NA,NA,NA,NA,NA,NA
23,7/24/17,HL,6 Low,6,Low,NA,133,NA,NA,NA,NA,NA,NA,NA,NA
19,5/24/17,HL,10 Ambient,10,Ambient,NA,51467,NA,NA,NA,NA,51467,NA,NA,NA
19,5/25/17,HL,10 Ambient,10,Ambient,NA,77787,NA,NA,NA,NA,26320,NA,NA,NA
19,5/26/17,HL,10 Ambient,10,Ambient,71467,74267,77787,NA,71467,NA,2800,0.918752491,6320,1.281748703
19,5/27/17,HL,10 Ambient,10,Ambient,NA,74267,NA,NA,NA,NA,NA,NA,NA,NA
19,5/28/17,HL,10 Ambient,10,Ambient,NA,74267,NA,NA,NA,NA,NA,NA,NA,NA
19,5/29/17,HL,10 Ambient,10,Ambient,NA,74267,NA,NA,NA,NA,NA,NA,NA,NA
19,5/30/17,HL,10 Ambient,10,Ambient,60267,60267,74267,NA,60267,NA,NA,0.811490972,14000,1.121672673
19,5/31/17,HL,10 Ambient,10,Ambient,NA,NA,60267,NA,NA,NA,72800,NA,NA,NA
19,6/5/17,HL,10 Ambient,10,Ambient,88227,88227,NA,NA,88227,NA,NA,NA,NA,NA
19,6/6/17,HL,10 Ambient,10,Ambient,NA,88227,NA,NA,NA,NA,NA,NA,NA,NA
19,6/7/17,HL,10 Ambient,10,Ambient,NA,88227,NA,NA,NA,NA,NA,NA,NA,NA
19,6/8/17,HL,10 Ambient,10,Ambient,NA,88227,NA,NA,NA,NA,NA,NA,NA,NA
19,6/9/17,HL,10 Ambient,10,Ambient,93497,93467,88227,NA,93467,31,NA,1.059732282,-5270,NA
19,6/10/17,HL,10 Ambient,10,Ambient,NA,93467,NA,NA,NA,NA,NA,NA,NA,NA
19,6/11/17,HL,10 Ambient,10,Ambient,NA,93467,NA,NA,NA,NA,NA,NA,NA,NA
19,6/12/17,HL,10 Ambient,10,Ambient,74387,72737,93467,2917,72737,1650,NA,0.795863781,19080,1.101998248
19,6/13/17,HL,10 Ambient,10,Ambient,NA,72737,NA,NA,NA,NA,NA,NA,NA,NA
19,6/14/17,HL,10 Ambient,10,Ambient,NA,72737,NA,NA,NA,NA,NA,NA,NA,NA
19,6/15/17,HL,10 Ambient,10,Ambient,49277,47760,72737,2820,47760,1517,NA,0.677468139,23460,0.966821116
19,6/16/17,HL,10 Ambient,10,Ambient,NA,47760,NA,NA,NA,NA,NA,NA,NA,NA
19,6/17/17,HL,10 Ambient,10,Ambient,NA,47760,NA,NA,NA,NA,NA,NA,NA,NA
19,6/18/17,HL,10 Ambient,10,Ambient,NA,47760,NA,NA,NA,NA,NA,NA,NA,NA
19,6/19/17,HL,10 Ambient,10,Ambient,23700,73823,47760,2333,20367,3333,53457,0.496231156,24060,0.781629283
19,6/20/17,HL,10 Ambient,10,Ambient,NA,73823,NA,NA,NA,NA,NA,NA,NA,NA
19,6/21/17,HL,10 Ambient,10,Ambient,NA,73823,NA,NA,NA,NA,NA,NA,NA,NA
19,6/22/17,HL,10 Ambient,10,Ambient,42553,41121,73823,NA,39557,2997,1564,0.576419273,31270,0.862118129
19,6/23/17,HL,10 Ambient,10,Ambient,NA,41121,NA,NA,NA,NA,NA,NA,NA,NA
19,6/24/17,HL,10 Ambient,10,Ambient,NA,41121,NA,NA,NA,NA,NA,NA,NA,NA
19,6/25/17,HL,10 Ambient,10,Ambient,NA,41121,NA,NA,NA,NA,NA,NA,NA,NA
19,6/26/17,HL,10 Ambient,10,Ambient,25447,23447,41121,3467,23447,2000,NA,0.618832227,15674,0.905378514
19,6/27/17,HL,10 Ambient,10,Ambient,NA,23447,NA,NA,NA,NA,NA,NA,NA,NA
19,6/28/17,HL,10 Ambient,10,Ambient,NA,23447,NA,NA,NA,NA,NA,NA,NA,NA
19,6/29/17,HL,10 Ambient,10,Ambient,12067,85517,23447,100,11717,350,73800,0.514650062,11380,0.800050322
19,6/30/17,HL,10 Ambient,10,Ambient,NA,85517,NA,NA,NA,NA,NA,NA,NA,NA
19,7/1/17,HL,10 Ambient,10,Ambient,NA,87167,NA,NA,NA,NA,1650,NA,NA,NA
19,7/2/17,HL,10 Ambient,10,Ambient,NA,87167,NA,NA,NA,NA,NA,NA,NA,NA
19,7/3/17,HL,10 Ambient,10,Ambient,73742,73500,87167,93,73500,242,NA,0.845985293,13425,1.167505722
19,7/4/17,HL,10 Ambient,10,Ambient,NA,73500,NA,NA,NA,NA,NA,NA,NA,NA
19,7/5/17,HL,10 Ambient,10,Ambient,NA,73500,NA,NA,NA,NA,NA,NA,NA,NA
19,7/6/17,HL,10 Ambient,10,Ambient,77305,76680,73500,92,76680,625,NA,1.051768707,-3805,NA
19,7/7/17,HL,10 Ambient,10,Ambient,NA,76680,NA,NA,NA,NA,NA,NA,NA,NA
19,7/8/17,HL,10 Ambient,10,Ambient,NA,76680,NA,NA,NA,NA,NA,NA,NA,NA
19,7/9/17,HL,10 Ambient,10,Ambient,NA,76680,NA,NA,NA,NA,NA,NA,NA,NA
19,7/10/17,HL,10 Ambient,10,Ambient,50100,49167,76680,NA,49167,933,NA,0.653364632,26580,0.941275534
19,7/11/17,HL,10 Ambient,10,Ambient,NA,49167,NA,NA,NA,NA,NA,NA,NA,NA
19,7/12/17,HL,10 Ambient,10,Ambient,NA,49167,NA,NA,NA,NA,NA,NA,NA,NA
19,7/13/17,HL,10 Ambient,10,Ambient,14365,14290,49167,2167,14290,75,NA,0.292167511,34802,0.571061256
19,7/14/17,HL,10 Ambient,10,Ambient,NA,14290,NA,NA,NA,NA,NA,NA,NA,NA
19,7/15/17,HL,10 Ambient,10,Ambient,NA,14290,NA,NA,NA,NA,NA,NA,NA,NA
19,7/16/17,HL,10 Ambient,10,Ambient,NA,14290,NA,NA,NA,NA,NA,NA,NA,NA
19,7/17/17,HL,10 Ambient,10,Ambient,3251,3190,14290,NA,3190,61,NA,0.227501749,11039,0.497205693
19,7/18/17,HL,10 Ambient,10,Ambient,NA,3190,NA,NA,NA,NA,NA,NA,NA,NA
19,7/19/17,HL,10 Ambient,10,Ambient,NA,3190,NA,NA,NA,NA,NA,NA,NA,NA
19,7/20/17,HL,10 Ambient,10,Ambient,331,311,3190,NA,311,20,NA,0.103761755,2859,0.327968753
19,7/21/17,HL,10 Ambient,10,Ambient,NA,311,NA,NA,NA,NA,NA,NA,NA,NA
19,7/22/17,HL,10 Ambient,10,Ambient,NA,311,NA,NA,NA,NA,NA,NA,NA,NA
19,7/23/17,HL,10 Ambient,10,Ambient,NA,311,NA,NA,NA,NA,NA,NA,NA,NA
19,7/24/17,HL,10 Ambient,10,Ambient,NA,311,NA,NA,NA,NA,NA,NA,NA,NA
19,7/25/17,HL,10 Ambient,10,Ambient,111,83,NA,NA,83,28,NA,NA,NA,NA
19,7/27/17,HL,10 Ambient,10,Ambient,NA,83,NA,NA,NA,NA,NA,NA,NA,NA
19,7/28/17,HL,10 Ambient,10,Ambient,NA,83,NA,NA,NA,NA,NA,NA,NA,NA
19,7/29/17,HL,10 Ambient,10,Ambient,NA,83,NA,NA,NA,NA,NA,NA,NA,NA
19,7/30/17,HL,10 Ambient,10,Ambient,NA,83,NA,NA,NA,NA,NA,NA,NA,NA
21,5/26/17,HL,10 Low,10,Low,NA,44200,NA,NA,NA,NA,44200,NA,NA,NA
21,5/27/17,HL,10 Low,10,Low,NA,162067,NA,NA,NA,NA,117867,NA,NA,NA
21,5/28/17,HL,10 Low,10,Low,NA,162067,NA,NA,NA,NA,NA,NA,NA,NA
21,5/29/17,HL,10 Low,10,Low,NA,162067,NA,NA,NA,NA,NA,NA,NA,NA
21,5/30/17,HL,10 Low,10,Low,96533,96533,162067,NA,96533,NA,NA,0.595636373,65534,0.881627498
21,5/31/17,HL,10 Low,10,Low,50400,50400,96533,NA,50400,NA,NA,0.52210125,46133,0.807506617
21,6/1/17,HL,10 Low,10,Low,NA,50400,NA,NA,NA,NA,NA,NA,NA,NA
21,6/2/17,HL,10 Low,10,Low,NA,50400,NA,NA,NA,NA,NA,NA,NA,NA
21,6/3/17,HL,10 Low,10,Low,NA,50400,NA,NA,NA,NA,NA,NA,NA,NA
21,6/4/17,HL,10 Low,10,Low,NA,50400,NA,NA,NA,NA,NA,NA,NA,NA
21,6/5/17,HL,10 Low,10,Low,70563,70563,50400,NA,70563,NA,NA,1.400059524,-20163,NA
21,6/6/17,HL,10 Low,10,Low,NA,70563,NA,NA,NA,NA,NA,NA,NA,NA
21,6/7/17,HL,10 Low,10,Low,NA,70563,NA,NA,NA,NA,NA,NA,NA,NA
21,6/8/17,HL,10 Low,10,Low,NA,70563,NA,NA,NA,NA,NA,NA,NA,NA
21,6/9/17,HL,10 Low,10,Low,56334,56247,70563,175,56247,88,NA,0.79835041,14229,1.105089904
21,6/10/17,HL,10 Low,10,Low,NA,110447,NA,NA,NA,NA,54200,NA,NA,NA
21,6/11/17,HL,10 Low,10,Low,NA,110447,NA,NA,NA,NA,NA,NA,NA,NA
21,6/12/17,HL,10 Low,10,Low,86077,136000,110447,375,82667,3410,53333,0.779351182,24370,1.081808346
21,6/13/17,HL,10 Low,10,Low,NA,136000,NA,NA,NA,NA,NA,NA,NA,NA
21,6/14/17,HL,10 Low,10,Low,NA,136000,NA,NA,NA,NA,NA,NA,NA,NA
21,6/15/17,HL,10 Low,10,Low,131058,125458,136000,1200,125458,5600,NA,0.963661765,4942,1.378996624
21,6/16/17,HL,10 Low,10,Low,NA,125458,NA,NA,NA,NA,NA,NA,NA,NA
21,6/17/17,HL,10 Low,10,Low,NA,156608,NA,NA,NA,NA,31150,NA,NA,NA
21,6/18/17,HL,10 Low,10,Low,NA,156608,NA,NA,NA,NA,NA,NA,NA,NA
21,6/19/17,HL,10 Low,10,Low,93327,92618,156608,6500,92493,833,125,0.595927411,63281,0.881924028
21,6/20/17,HL,10 Low,10,Low,NA,92618,NA,NA,NA,NA,NA,NA,NA,NA
21,6/21/17,HL,10 Low,10,Low,NA,92618,NA,NA,NA,NA,NA,NA,NA,NA
21,6/22/17,HL,10 Low,10,Low,76575,75600,92618,167,75600,975,NA,0.826783131,16043,1.141541546
21,6/23/17,HL,10 Low,10,Low,NA,75600,NA,NA,NA,NA,NA,NA,NA,NA
21,6/24/17,HL,10 Low,10,Low,NA,85600,NA,NA,NA,NA,10000,NA,NA,NA
21,6/25/17,HL,10 Low,10,Low,NA,85600,NA,NA,NA,NA,NA,NA,NA,NA
21,6/26/17,HL,10 Low,10,Low,46487,45833,85600,317,45833,653,NA,0.54307243,39113,0.828524045
21,6/27/17,HL,10 Low,10,Low,NA,45833,NA,NA,NA,NA,NA,NA,NA,NA
21,6/28/17,HL,10 Low,10,Low,NA,45833,NA,NA,NA,NA,NA,NA,NA,NA
21,6/29/17,HL,10 Low,10,Low,41907,41687,45833,77,41687,220,NA,0.914341195,3926,1.273772919
21,6/30/17,HL,10 Low,10,Low,NA,41687,NA,NA,NA,NA,NA,NA,NA,NA
21,7/1/17,HL,10 Low,10,Low,NA,41687,NA,NA,NA,NA,NA,NA,NA,NA
21,7/2/17,HL,10 Low,10,Low,NA,41687,NA,NA,NA,NA,NA,NA,NA,NA
21,7/3/17,HL,10 Low,10,Low,35705,34935,41687,93,34935,770,NA,0.856502027,5982,1.182284831
21,7/4/17,HL,10 Low,10,Low,NA,34935,NA,NA,NA,NA,NA,NA,NA,NA
21,7/5/17,HL,10 Low,10,Low,NA,34935,NA,NA,NA,NA,NA,NA,NA,NA
21,7/6/17,HL,10 Low,10,Low,28510,26427,34935,NA,26427,2083,NA,0.816087019,6425,1.127576088
21,7/7/17,HL,10 Low,10,Low,NA,26427,NA,NA,NA,NA,NA,NA,NA,NA
21,7/8/17,HL,10 Low,10,Low,NA,26427,NA,NA,NA,NA,NA,NA,NA,NA
21,7/9/17,HL,10 Low,10,Low,NA,26427,NA,NA,NA,NA,NA,NA,NA,NA
21,7/10/17,HL,10 Low,10,Low,23478,19823,26427,150,19823,3655,NA,0.888409581,2949,1.230197561
21,7/11/17,HL,10 Low,10,Low,NA,19823,NA,NA,NA,NA,NA,NA,NA,NA
21,7/12/17,HL,10 Low,10,Low,NA,19823,NA,NA,NA,NA,NA,NA,NA,NA
21,7/13/17,HL,10 Low,10,Low,10367,10033,19823,533,10033,333,NA,0.522978358,9456,0.808384618
21,7/14/17,HL,10 Low,10,Low,NA,10033,NA,NA,NA,NA,NA,NA,NA,NA
21,7/15/17,HL,10 Low,10,Low,NA,10033,NA,NA,NA,NA,NA,NA,NA,NA
21,7/16/17,HL,10 Low,10,Low,NA,10033,NA,NA,NA,NA,NA,NA,NA,NA
21,7/17/17,HL,10 Low,10,Low,5071,4551,10033,NA,4551,520,NA,0.505432074,4962,0.790830344
21,7/18/17,HL,10 Low,10,Low,NA,4551,NA,NA,NA,NA,NA,NA,NA,NA
21,7/19/17,HL,10 Low,10,Low,NA,4551,NA,NA,NA,NA,NA,NA,NA,NA
21,7/20/17,HL,10 Low,10,Low,1675,1125,4551,NA,1125,550,NA,0.368050978,2876,0.651867519
21,7/21/17,HL,10 Low,10,Low,NA,1125,NA,NA,NA,NA,NA,NA,NA,NA
21,7/22/17,HL,10 Low,10,Low,NA,1125,NA,NA,NA,NA,NA,NA,NA,NA
21,7/23/17,HL,10 Low,10,Low,NA,1125,NA,NA,NA,NA,NA,NA,NA,NA
21,7/24/17,HL,10 Low,10,Low,NA,1125,NA,NA,NA,NA,NA,NA,NA,NA
21,7/25/17,HL,10 Low,10,Low,314,189,NA,NA,189,125,NA,NA,NA,NA
21,7/27/17,HL,10 Low,10,Low,NA,189,NA,NA,NA,NA,NA,NA,NA,NA
21,7/28/17,HL,10 Low,10,Low,NA,189,NA,NA,NA,NA,NA,NA,NA,NA
21,7/29/17,HL,10 Low,10,Low,NA,189,NA,NA,NA,NA,NA,NA,NA,NA
21,7/30/17,HL,10 Low,10,Low,NA,189,NA,NA,NA,NA,NA,NA,NA,NA
17,5/19/17,K,6 Ambient,6,Ambient,NA,2042,NA,NA,NA,NA,2042,NA,NA,NA
17,5/20/17,K,6 Ambient,6,Ambient,NA,91708,NA,NA,NA,NA,89667,NA,NA,NA
17,5/21/17,K,6 Ambient,6,Ambient,NA,91708,NA,NA,NA,NA,NA,NA,NA,NA
17,5/22/17,K,6 Ambient,6,Ambient,NA,91708,NA,NA,NA,NA,NA,NA,NA,NA
17,5/23/17,K,6 Ambient,6,Ambient,82333,82333,91708,NA,82333,NA,NA,0.897773368,9375,1.245352868
17,5/24/17,K,6 Ambient,6,Ambient,NA,82333,NA,NA,NA,NA,NA,NA,NA,NA
17,5/25/17,K,6 Ambient,6,Ambient,NA,82333,NA,NA,NA,NA,NA,NA,NA,NA
17,5/26/17,K,6 Ambient,6,Ambient,20667,20667,82333,NA,20667,NA,NA,0.251017211,61666,0.524772555
17,5/27/17,K,6 Ambient,6,Ambient,NA,20667,NA,NA,NA,NA,NA,NA,NA,NA
17,5/28/17,K,6 Ambient,6,Ambient,NA,20667,NA,NA,NA,NA,NA,NA,NA,NA
17,5/29/17,K,6 Ambient,6,Ambient,NA,20667,NA,NA,NA,NA,NA,NA,NA,NA
17,5/30/17,K,6 Ambient,6,Ambient,17600,17600,20667,NA,17600,NA,NA,0.851599168,3067,1.175341139
17,5/31/17,K,6 Ambient,6,Ambient,16800,16800,17600,NA,16800,NA,NA,0.954545455,800,1.355946494
17,6/1/17,K,6 Ambient,6,Ambient,NA,66667,NA,NA,NA,NA,49867,NA,NA,NA
17,6/2/17,K,6 Ambient,6,Ambient,NA,66667,NA,NA,NA,NA,NA,NA,NA,NA
17,6/3/17,K,6 Ambient,6,Ambient,NA,119317,NA,NA,NA,NA,52650,NA,NA,NA
17,6/4/17,K,6 Ambient,6,Ambient,NA,119317,NA,NA,NA,NA,NA,NA,NA,NA
17,6/5/17,K,6 Ambient,6,Ambient,64276,64220,119317,NA,64220,56,NA,0.538699431,55041,0.824136338
17,6/6/17,K,6 Ambient,6,Ambient,NA,64220,NA,NA,NA,NA,NA,NA,NA,NA
17,6/7/17,K,6 Ambient,6,Ambient,NA,64220,NA,NA,NA,NA,NA,NA,NA,NA
17,6/8/17,K,6 Ambient,6,Ambient,NA,64220,NA,NA,NA,NA,NA,NA,NA,NA
